"author","display_name_alternatives","year"
Robert East,"[""R East"", ""R. East"", ""Robert East"", ""R.J. East"", ""Robert J. East"", ""Rob East""]",1985
Denise Twomey,"[""Denise Twomey"", ""Denise C. Twomey""]",1993
Amelia Thorpe,"[""A Thorpe"", ""Amelia Thorpe""]",2018
Bronwen Morgan,"[""Morgan Bronwen"", ""Bronwen Morgan"", ""B. Morgan"", ""Bronwen M Morgan"", ""B Morgan""]",2018
Freda G. Sampson,"[""Freda G. Sampson""]",2013
Thomas G. Costello,"[""T Costello"", ""Thomas G. Costello"", ""Thomas Costello"", ""Thomas Gerard Costello""]",2013
Desiree Squire,"[""Desiree Squire""]",2013
Stacey Stevens,"[""Stacey L. Stevens"", ""Stacey L Stevens"", ""Stacey Stevens""]",2013
P. Drexler,"[""P. Drexler"", ""P Drexler"", ""Peter Drexler""]",2001
Federico Maria Mucciarelli,"[""Federico M. Mucciarelli"", ""F. M. Mucciarelli"", ""Federico Mucciarelli"", ""Federico M Mucciarelli"", ""Frederico M. Mucciarelli"", ""Federico Maria Mucciarelli""]",2017
Francesca Uberti,"[""Francesca Uberti"", ""FRANCESCA UBERTI""]",2021
Ashleigh Weinbrecht,"[""Ashleigh Weinbrecht""]",2013
Guy Osborn,"[""Guy Osborn"", ""G.U.Y. Osborn"", ""G Osborn"", ""GUY OSBORN"", ""G. Osborn""]",2001
John Harrington,"[""John A Harrington"", ""J. A. Harrington"", ""John Harrington"", ""J Harrington"", ""John A. Harrington""]",2003
John Harrington,"[""John A Harrington"", ""J. A. Harrington"", ""John Harrington"", ""J Harrington"", ""John A. Harrington""]",2003
and Ambreena Manji,"[""and Ambreena Manji""]",2003
and Ambreena Manji,"[""and Ambreena Manji""]",2003
Lilian Moncrieff,"[""Lilian Moncrieff"", ""L. M. Moncrieff"", ""Lilian M. Moncrieff""]",2015
Stuart A. Scheingold,"[""Stuart Scheingold"", ""Stuart A. Scheingold"", ""S. Scheingold"", ""Stuart Allen Scheingold"", ""Stuart A Scheingold"", ""Stuart a. Scheingold""]",1988
Heba M. Khalil,"[""HEBA M. KHALIL"", ""Heba M. Khalil"", ""Heba Khalil"", ""Heba Khalil""]",2023
Richard Moorhead,"[""Richard Lewis Moorhead"", ""Richard Moorhead"", ""R Moorhead""]",2003
P Pleasance,"[""Pascoe Pleasance"", ""P Pleasance""]",2003
Joanne P. Braithwaite,"[""Joanne P. Braithwaite"", ""Joanne P Braithwaite"", ""J. Braithwaite"", ""J Braithwaite"", ""Joanne Braithwaite""]",2010
Kieran McEvoy,"[""Kieran Mcevoy"", ""Kieran McEVOY"", ""Kieran P. Mcevoy"", ""Kieron McEvoy"", ""Kieran P McEvoy"", ""Kieran McEvoy"", ""K. McEvoy"", ""K McEvoy""]",2012
Louise Mallinder,"[""L. Mallinder"", ""Louise Mallinder""]",2012
Peer Zumbansen,"[""Peer C. Zumbansen"", ""Peer Zumbansen"", ""Peer C Zumbansen"", ""P. Zumbansen"", ""Peer Constantin Zumbansen""]",2011
Jonathan Doak,"[""Jonathan Doak"", ""J. Linward Doak"", ""J Doak""]",2005
Maggie O’Neill,"[""M.S. O'Neill"", ""Maggie O'Neill"", ""Maggie ONeill"", ""M. A. O'Neill"", ""M. O’Neill"", ""M OʼNeill"", ""M. O'neill"", ""M. S. O’Neill"", ""Michel O'neill"", ""Michel O'Neill"", ""Michel O’Neill"", ""M. O'Neill"", ""M O'Neill"", ""Maggie O’Neill""]",2010
Christine Parker,"[""C E Parker"", ""C Parker"", ""Ce Parker"", ""C. White"", ""Christine Parker"", ""Carmel White"", ""C. Parker"", ""Christine Elizabeth Parker"", ""Carmel Parker White""]",1999
Richard Collier,"[""R. Collier"", ""R Collier"", ""Richard Stanley. Collier"", ""R.S. Collier"", ""R.S Collier"", ""Richard S. Collier"", ""Richard Collier"", ""RICHARD COLLIER"", ""R S Collier"", ""R. S. Collier"", ""Richard S Collier""]",2001
Colm Campbell,"[""C M Campbell"", ""Colm Campbell"", ""C. M. Campbell""]",2003
Ita Connolly,"[""Ita Connolly""]",2003
Tine Destrooper,"[""TINE DESTROOPER"", ""Tine Destrooper"", ""Tine DeStrooper"", ""Tineke Destrooper""]",2023
OLE HAMMERSLEV,"[""OLE HAMMERSLEV""]",2023
Annette Olesen,"[""Anette Olesen"", ""Annette Olesen"", ""ANNETTE OLESEN"", ""A. B. Olesen""]",2023
Nina Törnqvist,"[""Nina Törnqvist""]",2023
Åsa Wettergren,"[""Å. Wettergren"", ""Åsa Wettergren"", ""Asa Wettergren""]",2023
Fiona E. Raitt,"[""Fiona Raitt"", ""Fiona E Raitt"", ""Fiona E. Raitt""]",2007
Kathleen Garbacz,"[""Kathleen Garbacz""]",2014
Steven J. Knox,"[""S. J. Knox"", ""S.J. Knox"", ""Steven J. Knox"", ""Steven Knox"", ""S. Knox"", ""S Knox"", ""Steven J Knox""]",2014
Joanne Conaghan,"[""J Conaghan"", ""J. Conaghan"", ""Joanne Conaghan"", ""Joanne A F Conaghan""]",1986
Julian Webb,"[""J Webb"", ""Jeb Webb"", ""Julian Webb"", ""Julian S. Webb"", ""J. K. Park and B. K. Webb"", ""J. Webb""]",2012
Hilary Sommerlad,"[""H. Sommerlad"", ""Hilary Sommerlad"", ""H Sommerlad""]",2013
Samuel J. Levine,"[""Samuel J. Levine"", ""Samuel Levine"", ""S. Levine""]",2011
Andrew Johnston,"[""Andrew Johnston"", ""A. Johnston"", ""A L Johnston"", ""A Johnston""]",2014
Lawrence O. Gostin,"[""L. O. Gostin"", ""Lawrence Gostin"", ""L.O. Gostin"", ""L Gostin"", ""Lawrence O Gostin"", ""L O. Gostin"", ""Lawrence Ogalthorpe Gostin"", ""L. Gostin"", ""Lawrence O. Gostin"", ""Lawrence O. Gostin""]",2007
Lawrence O. Gostin,"[""L. O. Gostin"", ""Lawrence Gostin"", ""L.O. Gostin"", ""L Gostin"", ""Lawrence O Gostin"", ""L O. Gostin"", ""Lawrence Ogalthorpe Gostin"", ""L. Gostin"", ""Lawrence O. Gostin"", ""Lawrence O. Gostin""]",2007
Shami Chakrabarti,"[""Shami Chakrabarti""]",2005
David Nelken,"[""DAVID NELKEN"", ""D. Nelken"", ""D. T. Nelken"", ""David Nelken"", ""D. NELKEN"", ""D Nelken""]",1998
Phil Hubbard,"[""Phil Hubbard"", ""P Hubbard"", ""P. J. Hubbard"", ""Philip Hubbard"", ""phil Hubbard"", ""P. Hubbard"", ""Philip James Hubbard"", ""P J Hubbard""]",2010
Baptiste Coulmont,"[""Baptiste Coulmont""]",2010
Gary Wickham,"[""G. Wickham"", ""Gary Wickham"", ""Gary M Wickham"", ""Gary M. Wickham"", ""G Wickham""]",2006
Carol Harlow,"[""C. Harlow"", ""Carol R. Harlow"", ""Carol Harlow""]",1999
Belinda Brooks-Gordon,"[""Belinda Brooks‐Gordon"", ""B Brooks-Gordon"", ""Belinda Brooks-gordon"", ""Belinda Brooks-Gordon""]",2010
Bettina Lange,"[""B Lange"", ""B. De Lange"", ""Bettina Lange"", ""B. Lange""]",2012
Bettina Lange,"[""B Lange"", ""B. De Lange"", ""Bettina Lange"", ""B. Lange""]",2012
Christopher Lawless,"[""Christopher James Lawless"", ""Christopher J. Lawless"", ""Christopher Lawless"", ""Christopher J Lawless"", ""C. Lawless""]",2012
Alex Faulkner,"[""Alex C Faulkner"", ""Alex Charles Faulkner"", ""A Faulkner"", ""A. Faulkner"", ""Alex Faulkner"", ""Alex. Faulkner""]",2012
Miriam David,"[""M DaviD"", ""M. David"", ""M.E. David"", ""M David"", ""M. E. David"", ""Miriam E David"", ""Miriam David"", ""MIRIAM E. DAVID"", ""MIRIAM DAVID"", ""Miriam E. David""]",1987
Tove Stang Dahl,"[""Tove Stang Dahl"", ""T Dahl""]",1987
David Bholat,"[""David M. Bholat"", ""David Bholat"", ""D Bholat"", ""David M Bholat""]",2012
David Bholat,"[""David M. Bholat"", ""David Bholat"", ""D Bholat"", ""David M Bholat""]",2012
Joanna Gray,"[""Joanna Gray"", ""J Gray"", ""Joanna E. Gray"", ""J. Gray"", ""J. E. Gray""]",2012
Joanna Gray,"[""Joanna Gray"", ""J Gray"", ""Joanna E. Gray"", ""J. Gray"", ""J. E. Gray""]",2012
Alison Dunn,"[""A. Dunn"", ""AM Dunn"", ""Alison Dunn"", ""A Dunn"", ""A.R. Dunn"", ""A.T. Dunn"", ""A. R. Dunn""]",2012
Alison Dunn,"[""A. Dunn"", ""AM Dunn"", ""Alison Dunn"", ""A Dunn"", ""A.R. Dunn"", ""A.T. Dunn"", ""A. R. Dunn""]",2012
Maureen Spencer,"[""Maureen P. Spencer"", ""Maureen Spencer"", ""M Spencer"", ""M. Spencer"", ""Maureen Patricia Spencer"", ""Maureen P Spencer"", ""M.P. Spencer""]",2006
John Spencer,"[""J. N. Spencer"", ""J. Spencer"", ""John Spencer"", ""J.N. Spencer""]",2006
Peter Robson,"[""P. W. Robson"", ""P Robson"", ""P. Robson"", ""Peter W. G. Robson"", ""Peter Robson""]",2001
Neil Cobb,"[""Neil Cobb"", ""N. Cobb"", ""N Cobb"", ""N. A. Cobb"", ""Neil Anthony Cobb""]",2010
Peter Alldridge,"[""Peter W. Alldridge"", ""P Alldridge"", ""P. W. Alldridge"", ""Peter Alldridge""]",1994
Hilary Astor,"[""H Astor"", ""Hilary Astor""]",1986
Clemens Kaupa,"[""Clemens Kaupa"", ""Clemens Paul Kaupa""]",2017
Chris Dent,"[""C Dent"", ""Colin DENT"", ""Chris Dent"", ""C.M. Dent"", ""C M Dent"", ""Colin M. DENT"", ""CM Dent"", ""C.T. Dent"", ""C. S. Dent"", ""Colin M. Dent"", ""Colin Dent"", ""C. T. Dent"", ""C. M. Dent"", ""Colin Michael Dent"", ""C. Dent""]",2017
Mark Simpson,"[""Mark Dean Simpson"", ""M Simpson"", ""M. Simpson"", ""Mark D. Simpson"", ""Mark R. Simpson"", ""M. R. Simpson"", ""M. D. Simpson"", ""M.D. Simpson"", ""Mark Simpson"", ""Mark R Simpson"", ""M D Simpson""]",2017
Giles Slinger,"[""G. Slinger"", ""Giles Slinger""]",1997
Simon Deakin,"[""Simon Francis Deakin"", ""Simon Deakin"", ""S. Deakin"", ""Simon F. Deakin"", ""S.Deakin"", ""S Deakin"", ""S. F. Deakin"", ""Deakin Simon"", ""Simon DEAKIN""]",1997
D.R. Harris,"[""D.R. Harris"", ""D Harris"", ""Donald R Harris"", ""D. R. Harris"", ""Donald Harris"", ""Donald R. Harris"", ""D. Harris"", ""D R Harris"", ""Donald Robert Harris"", ""D. Robert Harris"", ""D Robert Harris"", ""Darian Harris""]",1993
David Campbell,"[""David A. Campbell"", ""David A Campbell"", ""David Alexander. Campbell"", ""D. A. Campbell"", ""D. Campbell"", ""D A Campbell"", ""D. A. S. Campbell"", ""David Campbell"", ""D.A. Campbell""]",1993
Laura Mancini,"[""L Mancini"", ""L. Mancini"", ""Laura Mancini"", ""Laura N. Mancini""]",2013
Synda Obaji,"[""Synda Obaji""]",2021
Morag McDermont,"[""Morag McDermont"", ""Morag A McDermont"", ""M. McDermont"", ""Morag Mcdermont"", ""Morag A Mcdermont""]",2018
Chris Dietz,"[""Chris Dietz"", ""C. Dietz""]",2020
Daniel Wincott,"[""Daniel Wincott"", ""Daniel Edward Wincott"", ""Daniel. Wincott""]",2020
Colin Murray,"[""Collyn T. Murray"", ""Clare Murray"", ""C R G Murray"", ""C. Andrew Murray"", ""Colin Rg Murray"", ""C. L. Murray"", ""Clare L. Murray"", ""Colin Murray"", ""C.R.G. Murray"", ""Clare L Murray"", ""C. Murray"", ""Colin R G Murray"", ""C. R.G. Murray"", ""C. R. G. Murray"", ""Colin R.G. Murray"", ""C Murray"", ""Colin R. G. Murray""]",2020
Vincenzo Ferrari,"[""Vincenzo Ferrari"", ""V. Ferrari"", ""V. M S Ferrari""]",2004
Roger W. Smith,"[""R W Smith"", ""roger Smith"", ""R Smith"", ""R. W. Smith"", ""Roger W Smith"", ""Roger Smith"", ""Roger W. Smith"", ""R. Smith"", ""R. W Smith"", ""R.W.Smith"", ""R.W Smith"", ""R.W. Smith""]",2005
George Meszaros,"[""George Meszaros"", ""George Mészáros"", ""G. A. Meszaros""]",2000
Vanessa E. Munro,"[""V.E. Munro"", ""Vanessa Munro"", ""Vanessa E. Munro"", ""Vanessa E Munro""]",2008
Imelda Maher,"[""Imelda. Maher"", ""Imelda Maher"", ""I Maher""]",2002
David Campbell,"[""David Campbell"", ""D Campbell"", ""David C Campbell"", ""David C. Campbell"", ""D. Campbell"", ""D.C Campbell"", ""D. C. CAMPBELL"", ""D. Calvin Campbell"", ""D.C. Campbell"", ""D. C. Campbell""]",1986
John Robertson,"[""J. S. Robertson"", ""J S Robertson"", ""John Stanley Robertson"", ""John Robertson"", ""J. Robertson"", ""J.S. Robertson"", ""John S. Robertson"", ""J. S. Reviewer Robertson""]",1986
Mark Fathi Massoud,"[""Mark Fathi Massoud"", ""M. Massoud"", ""Mark F. Massoud"", ""MARK FATHI MASSOUD""]",2020
Sara Dezalay,"[""Sara Dezalay"", ""Yves Dezalay""]",2020
Stewart Andrew Field,"[""Stewart Field"", ""Stewart Andrew Field"", ""S. B. Field""]",2019
Renaud Colson,"[""Renaud N. Colson"", ""Renaud Colson""]",2019
Renaud Colson,"[""Renaud N. Colson"", ""Renaud Colson""]",2019
Emily Rose,"[""E. J. B. Rose"", ""Emily Rose"", ""E. J. Rose""]",2019
Naomi Creutzfeldt,"[""Naomi Creutzfeldt-Banda"", ""Naomi J. Creutzfeldt"", ""Naomi Creutzfeldt"", ""N Creutzfeldt"", ""N. Creutzfeldt""]",2019
Sara Dezalay,"[""Sara Dezalay"", ""Yves Dezalay""]",2020
Katharina Möser,"[""Katharina Moser"", ""Katharina Möser""]",2019
Anna Zimdars,"[""Anna K. Zimdars"", ""Anna Zimdars"", ""Anna Kristina Zimdars"", ""Anna Kristina Mountford Zimdars"", ""A Zimdars""]",2011
Harry Annison,"[""Harry Michael John Annison"", ""H. Annison"", ""Harry Annison""]",2014
Simon Mackenzie,"[""Simon. Mackenzie"", ""S Mackenzie"", ""Simon MacKenzie"", ""S.M. Mackenzie"", ""Simon-Ross M. Mackenzie"", ""Simon Mackenzie"", ""S. Mackenzie"", ""Simon R. M. Mackenzie""]",2008
Roger Cotterrell,"[""Roger Cotterrell"", ""Roger B. M. Cotterrell"", ""Roger B.M. Cotterrell"", ""R Cotterrell"", ""ROGER COTTERRELL""]",2004
Kanika Suri,"[""Kanika Suri"", ""Kanika suri""]",2013
Davina Cooper,"[""Davina Cooper"", ""D. Cooper"", ""Davina Sarah Cooper"", ""DAVINA COOPER""]",2016
Flora Renz,"[""F. Renz"", ""Flora Renz"", ""F.S. Renz""]",2016
Mary Whowell,"[""Mary Whowell""]",2010
Andreas Stephan,"[""A. Stephan"", ""A. J. Stephan"", ""A Stephan"", ""Andreas Stephan""]",2010
Louise Davies,"[""Louise Davies""]",2002
Linda Mulcahy,"[""L. Mulcahy"", ""L.J. Mulcahy"", ""Linda J Mulcahy"", ""Linda Mulcahy"", ""LINDA MULCAHY"", ""L Mulcahy""]",2017
Jiri Priban,"[""JIŘÍ PŘIBÁŇ"", ""Jirí Pribán"", ""Jiří Přiban"", ""Jiri Priban"", ""J. Priban"", ""Jiri Pribán"", ""Jiří Přibáň""]",2018
Robert Lee,"[""Lorenne Robert"", ""Lester Robert"", ""Lee. Robert"", ""Robert Lester"", ""L. St. Claire Robert"", ""Robert Lee"", ""Robert Lorenne""]",2008
Lorraine Frater,"[""Lorraine Frater"", ""Lorraine B. Frater"", ""Lorraine Barber Frater""]",2008
Tony Prosser,"[""Tony Prosser"", ""T. Prosser"", ""Tony A W Prosser""]",1988
Opi Outhwaite,"[""O Outhwaite"", ""Opi Maryse Outhwaite"", ""Opi Outhwaite"", ""Opi M. Outhwaite""]",2008
Opi Outhwaite,"[""O Outhwaite"", ""Opi Maryse Outhwaite"", ""Opi Outhwaite"", ""Opi M. Outhwaite""]",2008
Angela Laycock,"[""Angela Laycock""]",2008
Robert Black,"[""R. Alan Black"", ""Black Robert"", ""R A Black"", ""Robert Black"", ""R Alan Black"", ""R. A. Black"", ""R.A. Black"", ""Ron Black"", ""R. Black""]",2008
Joanne Conaghan,"[""J Conaghan"", ""J. Conaghan"", ""Joanne Conaghan"", ""Joanne A F Conaghan""]",1996
Alison Diduck,"[""Alison L. Diduck"", ""A Diduck"", ""Alison Diduck"", ""A. Diduck""]",2011
Costas Douzinas,"[""C Douzinas"", ""Costas Douzinas""]",2007
Pamela Symes,"[""P. D Symes"", ""Pamela Symes""]",1987
Albert Weale,"[""A. Weale"", ""A Weale"", ""Albert Weale"", ""Albert P. Weale""]",1990
Thomas Poole,"[""T Poole"", ""Thomas M. Poole"", ""T. Poole"", ""Thomas Poole""]",2005
Mike Feintuck,"[""M. Feintuck"", ""Mike Feintuck""]",2005
Michael Adler,"[""Michael E. Adler"", ""M Adler"", ""M. Adler"", ""Michael E Adler"", ""MICHAEL ADLER"", ""Michael Adler""]",2006
Hilary Woodward,"[""Hilary Diana Woodward"", ""Hilary Woodward"", ""H Woodward"", ""H. Woodward""]",2011
Lisa Mills,"[""L Mills"", ""Lisa Mills"", ""LISA NICOLE MILLS"", ""Lisa Nicole Mills""]",2011
Gareth Morrell,"[""Gareth Morrell""]",2011
Gillian Douglas,"[""G Douglas"", ""G H Douglas"", ""F. Douglas"", ""Gilian Douglas"", ""Gillian Douglas""]",2011
Alun Humphrey,"[""A. Humphrey"", ""Alun Humphrey"", ""A. W. Humphrey"", ""A W Humphrey""]",2011
Vibeke Lehmann Nielsen,"[""V. Egsgaard Nielsen"", ""Vibeke Lehmann Nielsen"", ""Vibeke Nielsen"", ""V E Nielsen"", ""Viveque E Nielsen"", ""Viveque Nielsen"", ""V Lehmann Nielsen"", ""Viveque Egsgaard Nielsen"", ""Vibeke L. Nielsen"", ""V Nielsen"", ""V. E. Nielsen"", ""V. Nielsen"", ""Viveque E. Nielsen"", ""V.E. Nielsen""]",2008
Christine Parker,"[""C E Parker"", ""C Parker"", ""Ce Parker"", ""C. White"", ""Christine Parker"", ""Carmel White"", ""C. Parker"", ""Christine Elizabeth Parker"", ""Carmel Parker White""]",2008
Lawrence O. Gostin,"[""L. O. Gostin"", ""Lawrence Gostin"", ""L.O. Gostin"", ""L Gostin"", ""Lawrence O Gostin"", ""L O. Gostin"", ""Lawrence Ogalthorpe Gostin"", ""L. Gostin"", ""Lawrence O. Gostin"", ""Lawrence O. Gostin""]",1983
Alexandra Newbury,"[""Alexandra Newbury""]",2008
Sharon Cowan,"[""S. T. Cowan"", ""Sharon Cowan"", ""S Cowan""]",2009
Helen Baillot,"[""Helen Baillot""]",2009
Vanessa E. Munro,"[""V.E. Munro"", ""Vanessa Munro"", ""Vanessa E. Munro"", ""Vanessa E Munro""]",2009
A. A. S. Zuckerman,"[""A.A.S. Zuckerman"", ""A.A.S Zuckerman"", ""Adrian A.S. Zuckerman"", ""Adrian A Zuckerman"", ""Adrian Zuckerman"", ""A. A. S. Zuckerman"", ""Adrian A. S. Zuckerman""]",1995
Daphne Barak-Erez,"[""Daphne Barak-Erez"", ""Daphne Barak‐Erez"", ""D. Barak-Erez"", ""Daphne Barak–Erez"", ""D Barak-Erez""]",2002
Brian Z. Tamanaha,"[""Brian Z. Tamanaha"", ""Brian Z Tamanaha"", ""Brian Tamanaha"", ""Brian Ζ. Tamanaha""]",1993
Colin Mayer,"[""C.P. Mayer"", ""C. Mayer"", ""Colin Mayer"", ""Colin P Mayer"", ""C Mayer"", ""Colin P. Mayer""]",1997
Marc Galanter,"[""M. Galanter"", ""MARC GALANTER"", ""Marc S. Galanter"", ""Mark Galanter"", ""Marc Galanter"", ""M Galanter""]",1992
Thomas Palay,"[""Thomas Palay"", ""Thomas Michael Palay"", ""Thomas M. Palay""]",1992
Adam Crawford,"[""A. Crawford"", ""A Crawford"", ""Adam Crawford"", ""Adam R. Crawford"", ""A.R. Crawford""]",2003
Richard Craven,"[""Richard Craven"", ""R. Craven"", ""Richard A Craven"", ""R A Craven"", ""Richard A. Craven""]",2020
Mark Fathi Massoud,"[""Mark Fathi Massoud"", ""M. Massoud"", ""Mark F. Massoud"", ""MARK FATHI MASSOUD""]",2022
Mark Fathi Massoud,"[""Mark Fathi Massoud"", ""M. Massoud"", ""Mark F. Massoud"", ""MARK FATHI MASSOUD""]",2022
Mark Fathi Massoud,"[""Mark Fathi Massoud"", ""M. Massoud"", ""Mark F. Massoud"", ""MARK FATHI MASSOUD""]",2022
Heather Ann Thompson,"[""Heather Ann Thompson"", ""H A Thompson"", ""Heather Thompson""]",2013
Michael King,"[""M. Sharp King"", ""M.S. King"", ""M. S. King"", ""Michael S King"", ""M. W. King"", ""M. King"", ""M.B. King"", ""Matthew King"", ""Matthew S King"", ""Michael King"", ""M King"", ""Matthew S. King"", ""Michael S. King""]",2006
Maayan Niezna,"[""MAAYAN NIEZNA"", ""Maayan Niezna""]",2022
Maayan Niezna,"[""MAAYAN NIEZNA"", ""Maayan Niezna""]",2022
Maayan Niezna,"[""MAAYAN NIEZNA"", ""Maayan Niezna""]",2022
FLORIAN GRISEL,"[""FLORIAN GRISEL""]",2022
FLORIAN GRISEL,"[""FLORIAN GRISEL""]",2022
Mark P. Fancher,"[""Mark P. Fancher""]",2013
David Cowan,"[""DS Cowan"", ""Dave Cowan"", ""D. L. Cowan"", ""David S Cowan"", ""D. Cowan"", ""David S. Cowan"", ""D. W. Cowan"", ""D. S. C. Cowan"", ""David Cowan"", ""D. S. Cowan"", ""David Cowan""]",1997
Mervyn Murch,"[""Mervyn A. Murch"", ""M. Murch"", ""Mervyn Murch""]",2009
Michael Levi,"[""Maxim Vladimirovich Levi"", ""M Levi"", ""Michael A. Levi"", ""M A Levi"", ""M. E. Levi"", ""M. Levi"", ""Michael. Levi"", ""Michael Levi"", ""Mike Levi""]",2009
Frederick Cowell,"[""F. R. Cowell"", ""Frederick Cowell"", ""F.R. Cowell""]",2010
Poul F. Kjaer,"[""Poul F Kjaer"", ""Poul Fritz Kjær"", ""Poul Kjaer"", ""Poul Fritz Kjaer"", ""Poul F. Kjaer"", ""P Kjaer"", ""Poul F. Kjær""]",2015
Jules Lobel,"[""Jules L. Lobel"", ""Jules Lobel""]",2013
J Kinghan,"[""JACQUELINE KINGHAN"", ""J Kinghan"", ""Jacqueline Kinghan"", ""Jacqueline A Kinghan""]",2022
J Kinghan,"[""JACQUELINE KINGHAN"", ""J Kinghan"", ""Jacqueline Kinghan"", ""Jacqueline A Kinghan""]",2022
Robert Leckey,"[""R. C. Leckey"", ""R.C.G. Leckey"", ""R.C.G Leckey"", ""Robert. Leckey"", ""R Leckey"", ""R. Leckey"", ""R C G Leckey"", ""R. G. C. Leckey"", ""R. C. G. Leckey"", ""Robert Leckey"", ""ROBERT LECKEY"", ""Robert Charles George. Leckey"", ""Robert C.G. Leckey"", ""Robert C. G. Leckey""]",2022
Michael J. Lynch,"[""MICHAEL LYNCH"", ""Michael Lynch"", ""M.J. Lynch"", ""Michael J.B Lynch"", ""Michael J. Lynch"", ""M. J. Lynch"", ""Michael J Lynch"", ""Michael John Lynch"", ""M LYNCH"", ""M Lynch"", ""M. Lynch""]",2022
Michael J. Lynch,"[""MICHAEL LYNCH"", ""Michael Lynch"", ""M.J. Lynch"", ""Michael J.B Lynch"", ""Michael J. Lynch"", ""M. J. Lynch"", ""Michael J Lynch"", ""Michael John Lynch"", ""M LYNCH"", ""M Lynch"", ""M. Lynch""]",2022
Pınar Oruç,"[""Pinar Oruç"", ""PINAR ORUC"", ""Pınar Oruç"", ""Pinar Oruç"", ""Pinar Oruc""]",2022
Thierry Kirat,"[""Thierry Kirat"", ""Kirat Thierry"", ""THIERRY KIRAT"", ""T. Kirat""]",2011
Michel Coutu,"[""Michel Coutu""]",2011
Kieran McEvoy,"[""Kieran Mcevoy"", ""Kieran McEVOY"", ""Kieran P. Mcevoy"", ""Kieron McEvoy"", ""Kieran P McEvoy"", ""Kieran McEvoy"", ""K. McEvoy"", ""K McEvoy""]",2015
Alex Schwartz,"[""Alex Schwartz"", ""A. Schwartz"", ""A. R. Schwartz""]",2015
Stephen Joseph,"[""S.D. Joseph"", ""S. D. Joseph"", ""Stephen JOSEPH"", ""Stephen D. Joseph"", ""Stephen Joseph"", ""S. Joseph"", ""S Joseph""]",1991
Priscilla Alderson,"[""P. J. Alderson"", ""Priscilla Alderson"", ""P. Alderson"", ""P Alderson"", ""P.J. Alderson""]",1990
Roger Cotterrell,"[""Roger Cotterrell"", ""Roger B. M. Cotterrell"", ""Roger B.M. Cotterrell"", ""R Cotterrell"", ""ROGER COTTERRELL""]",2013
Phil Fennell,"[""Philip Fennell"", ""P. Fennell"", ""Phil Fennell"", ""P. W. H. Fennell"", ""Philip W. H. Fennell"", ""P Fennell"", ""Philip William Hugh Fennell""]",1994
Richard Moorhead,"[""Richard Lewis Moorhead"", ""Richard Moorhead"", ""R Moorhead""]",2015
Victoria Hinchly,"[""Victoria Hinchly""]",2015
Robert Dingwall,"[""Robert W.J. Dingwall"", ""Robert Dingwall"", ""Dingwall Robert"", ""ROBERT DINGWALL"", ""R Dingwall"", ""R W Dingwall"", ""R. W. Dingwall"", ""R. Dingwall"", ""R. W. J. Dingwall"", ""Robert W. J. Dingwall"", ""RWJ Dingwall, Robert WJ Dingwall""]",2012
Catriona Rooke,"[""Catriona Rooke"", ""C Rooke""]",2012
Emilie Cloatre,"[""E Cloatre"", ""Emilie Cloatre"", ""EMILIE CLOATRE""]",2012
Clara Elisabetta Mattei,"[""Clara Elisabetta Mattei""]",2017
Lesley Doyal,"[""L. Doyal"", ""Len Doyal"", ""Lesley Doyal"", ""L Doyal""]",1990
Mike McConville,"[""Mike McConville"", ""Mike McCONVILLE"", ""Mike Mcconville""]",1995
Chester L. Mirsky,"[""Chester Mirsky"", ""Chester L. Mirsky""]",1995
Markos Karavias,"[""M Karavias"", ""M. Karavias"", ""Markos Karavias""]",2017
Marija Bartl,"[""Marija Bartl"", ""M. Bartl""]",2017
Robert Dunbar,"[""Robert Dunbar"", ""Robert Douglas Dunbar""]",2006
Cyrus Tata,"[""Cyrus Tata"", ""C. M. Tata"", ""C. Tata""]",2019
Richard Collier,"[""R. Collier"", ""R Collier"", ""Richard Stanley. Collier"", ""R.S. Collier"", ""R.S Collier"", ""Richard S. Collier"", ""Richard Collier"", ""RICHARD COLLIER"", ""R S Collier"", ""R. S. Collier"", ""Richard S Collier""]",1997
Sarah Blandy,"[""Sarah Blandy"", ""S Blandy"", ""S. Blandy""]",2008
Jon Nixon,"[""Judy Nixon"", ""J Nixon"", ""Jon Nixon"", ""Judy C. Nixon"", ""Judith M. Nixon"", ""Judith M Nixon"", ""J C Nixon"", ""J Nixón"", ""J.R. Nixon"", ""J.M. Nixon"", ""J. C. Nixon"", ""J. Nixon"", ""Judith Nixon""]",2008
Caroline Hunter,"[""C. Hunter"", ""Caroline Margaret Hunter"", ""Caroline Hunter"", ""C Hunter""]",2008
Terence Daintith,"[""T. C. Daintith"", ""Terence C. Daintith"", ""Terrence Daintith"", ""Terence Daintith"", ""T.C. Daintith"", ""T. Daintith""]",1982
Aileen McHarg,"[""A. M. McHarg"", ""Aileen McHarg"", ""Aileen Mcharg"", ""A McHarg"", ""A. McHarg""]",2006
